Timestamp,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,Temperature_C,Trend_COD,Spike_Status,Spike_Parameter
2025-01-04 04:00:00,7.316,52.02,4.46,757.18,28.18,Decreasing,NORMAL,None
2025-01-04 05:00:00,7.367,59.25,4.68,758.07,28.81,Increasing,NORMAL,None
2025-01-04 06:00:00,7.401,30.0,4.72,741.14,29.01,Decreasing,NORMAL,None
2025-01-04 07:00:00,7.386,51.35,4.65,751.45,29.52,Decreasing,NORMAL,None
2025-01-04 08:00:00,7.366,51.38,4.88,757.2,29.91,Decreasing,NORMAL,None
2025-01-04 09:00:00,7.309,83.84,4.44,772.57,30.42,Increasing,NORMAL,None
2025-01-04 10:00:00,7.207,77.05,5.58,768.07,30.51,Increasing,NORMAL,None
2025-01-04 11:00:00,7.244,64.82,8.7,780.18,30.99,Increasing,NORMAL,None
2025-01-04 12:00:00,7.264,61.93,8.55,795.18,30.39,Increasing,NORMAL,None
2025-01-04 13:00:00,7.404,70.05,9.4,794.78,31.04,Increasing,NORMAL,None
2025-01-04 14:00:00,7.467,40.59,9.08,786.96,31.06,Decreasing,NORMAL,None
2025-01-04 15:00:00,7.569,54.87,7.9,782.38,30.3,Decreasing,NORMAL,None
2025-01-04 16:00:00,7.34,90.25,6.41,801.22,29.69,Increasing,NORMAL,None
2025-01-04 17:00:00,7.246,68.97,5.19,782.4,29.51,Increasing,NORMAL,None
2025-01-04 18:00:00,7.284,73.31,5.39,791.48,29.11,Increasing,NORMAL,None
2025-01-04 19:00:00,7.27,36.79,5.86,796.14,28.14,Decreasing,NORMAL,None
2025-01-04 20:00:00,7.328,80.37,7.46,801.89,27.36,Increasing,NORMAL,None
2025-01-04 21:00:00,7.569,58.31,5.44,800.47,27.87,Increasing,NORMAL,None
2025-01-04 22:00:00,7.352,54.37,6.05,799.43,27.7,Decreasing,NORMAL,None
2025-01-04 23:00:00,7.216,71.32,6.98,816.77,27.39,Increasing,NORMAL,None
2025-01-05 00:00:00,7.395,54.45,5.19,805.04,27.55,Decreasing,NORMAL,None
2025-01-05 01:00:00,7.506,44.84,6.18,818.53,27.28,Increasing,NORMAL,None
2025-01-05 02:00:00,7.38,113.06,6.3,816.06,27.82,Increasing,NORMAL,None
2025-01-05 03:00:00,7.082,50.78,5.82,824.43,27.89,Decreasing,NORMAL,None
2025-01-05 04:00:00,7.338,62.64,3.87,826.38,28.39,Increasing,NORMAL,None
2025-01-05 05:00:00,7.258,30.0,3.67,829.39,28.75,Decreasing,NORMAL,None
2025-01-05 06:00:00,7.283,101.44,5.03,846.21,28.78,Increasing,NORMAL,None
2025-01-05 07:00:00,7.19,60.46,7.96,832.47,29.42,Increasing,NORMAL,None
2025-01-05 08:00:00,7.497,30.0,7.78,827.29,29.81,Decreasing,NORMAL,None
2025-01-05 09:00:00,7.468,40.14,7.0,794.52,31.04,Decreasing,NORMAL,None
2025-01-05 10:00:00,7.228,61.63,7.95,798.83,31.02,Stable,NORMAL,None
2025-01-05 11:00:00,7.242,72.12,7.9,795.64,31.3,Increasing,NORMAL,None
2025-01-05 12:00:00,7.527,66.42,8.52,794.35,30.63,Decreasing,NORMAL,None
2025-01-05 13:00:00,7.353,60.97,8.62,786.13,30.87,Stable,NORMAL,None
2025-01-05 14:00:00,7.3,59.3,6.4,764.18,30.66,Increasing,NORMAL,None
2025-01-05 15:00:00,7.177,119.41,9.22,770.48,30.84,Increasing,NORMAL,None
2025-01-05 16:00:00,7.18,79.28,8.98,764.25,29.38,Increasing,NORMAL,None
2025-01-05 17:00:00,7.208,53.24,10.22,740.82,29.77,Decreasing,NORMAL,None
2025-01-05 18:00:00,7.5,40.88,9.05,755.52,29.25,Decreasing,NORMAL,None
2025-01-05 19:00:00,7.38,92.2,8.8,755.21,28.42,Increasing,NORMAL,None
2025-01-05 20:00:00,7.432,62.31,8.66,769.53,28.13,Increasing,NORMAL,None
2025-01-05 21:00:00,7.276,68.92,7.5,775.55,27.97,Decreasing,NORMAL,None
2025-01-05 22:00:00,7.146,62.52,6.58,779.58,27.44,Decreasing,NORMAL,None
2025-01-05 23:00:00,7.475,81.58,9.96,795.44,27.45,Increasing,NORMAL,None
2025-01-06 00:00:00,7.346,82.96,7.88,815.05,27.11,Increasing,NORMAL,None
2025-01-06 01:00:00,7.375,99.86,7.34,824.03,27.35,Increasing,NORMAL,None
2025-01-06 02:00:00,7.252,101.92,8.39,820.95,27.46,Increasing,NORMAL,None
2025-01-06 03:00:00,7.158,83.1,7.51,795.0,27.68,Increasing,NORMAL,None
2025-01-06 04:00:00,7.301,64.91,6.83,803.17,28.01,Increasing,NORMAL,None
2025-01-06 05:00:00,7.464,95.8,7.72,820.05,28.07,Increasing,NORMAL,None
2025-01-06 06:00:00,7.362,72.0,7.18,810.16,29.42,Decreasing,NORMAL,None
2025-01-06 07:00:00,7.28,75.59,6.94,811.87,29.8,Decreasing,NORMAL,None
2025-01-06 08:00:00,7.417,46.51,6.71,830.55,29.29,Decreasing,NORMAL,None
2025-01-06 09:00:00,7.446,61.08,5.51,826.11,30.45,Decreasing,NORMAL,None
2025-01-06 10:00:00,7.468,53.15,4.87,822.17,30.12,Decreasing,NORMAL,None
2025-01-06 11:00:00,7.293,142.3,7.08,819.8,31.25,Increasing,NORMAL,None
2025-01-06 12:00:00,7.354,43.9,6.11,791.66,30.81,Decreasing,NORMAL,None
2025-01-06 13:00:00,7.561,49.93,7.61,777.79,31.09,Decreasing,NORMAL,None
2025-01-06 14:00:00,7.488,30.0,7.37,787.81,30.39,Decreasing,NORMAL,None
2025-01-06 15:00:00,7.138,75.15,7.45,800.59,30.44,Increasing,NORMAL,None
2025-01-06 16:00:00,7.41,54.83,6.66,808.58,29.85,Increasing,NORMAL,None
2025-01-06 17:00:00,7.506,89.21,9.16,792.98,29.65,Decreasing,NORMAL,None
2025-01-06 18:00:00,7.481,73.21,8.98,794.31,28.93,Increasing,NORMAL,None
2025-01-06 19:00:00,7.239,95.7,9.44,809.68,28.67,Increasing,NORMAL,None
2025-01-06 20:00:00,7.521,30.0,8.05,826.79,28.23,Stable,NORMAL,None
2025-01-06 21:00:00,7.323,67.96,6.21,792.21,27.93,Decreasing,NORMAL,None
2025-01-06 22:00:00,7.39,86.97,6.35,783.91,27.11,Increasing,NORMAL,None
2025-01-06 23:00:00,7.344,54.67,7.32,759.6,27.58,Decreasing,NORMAL,None
2025-01-07 00:00:00,7.486,76.73,7.32,754.6,27.56,Increasing,NORMAL,None
2025-01-07 01:00:00,7.226,75.21,8.16,763.91,27.48,Decreasing,NORMAL,None
2025-01-07 02:00:00,7.43,78.82,6.83,763.4,27.46,Increasing,NORMAL,None
2025-01-07 03:00:00,7.281,73.68,12.32,775.34,27.57,Increasing,NORMAL,None
2025-01-07 04:00:00,7.195,81.91,11.19,794.84,28.28,Decreasing,NORMAL,None
2025-01-07 05:00:00,7.352,30.0,11.33,764.25,28.64,Decreasing,NORMAL,None
2025-01-07 06:00:00,7.273,71.26,14.22,747.63,29.2,Decreasing,NORMAL,None
2025-01-07 07:00:00,7.361,109.35,12.05,774.83,29.82,Increasing,NORMAL,None
2025-01-07 08:00:00,7.277,59.74,11.66,796.15,29.98,Decreasing,NORMAL,None
2025-01-07 09:00:00,7.169,130.42,9.95,803.99,30.36,Increasing,NORMAL,None
2025-01-07 10:00:00,7.232,75.45,8.34,799.27,30.35,Decreasing,NORMAL,None
2025-01-07 11:00:00,7.353,54.0,7.15,816.15,30.74,Increasing,NORMAL,None
2025-01-07 12:00:00,7.25,92.19,7.29,807.4,30.78,Increasing,NORMAL,None
2025-01-07 13:00:00,7.348,48.48,7.14,811.58,30.53,Decreasing,NORMAL,None
2025-01-07 14:00:00,7.414,60.49,8.68,791.62,30.71,Stable,NORMAL,None
2025-01-07 15:00:00,7.325,76.55,7.44,798.55,30.6,Decreasing,NORMAL,None
2025-01-07 16:00:00,7.362,51.24,8.69,800.45,30.01,Decreasing,NORMAL,None
2025-01-07 17:00:00,7.386,66.18,13.77,798.87,29.81,Increasing,NORMAL,None
2025-01-07 18:00:00,7.312,85.54,11.35,786.33,29.53,Decreasing,NORMAL,None
2025-01-07 19:00:00,7.211,120.14,12.97,824.55,29.22,Increasing,NORMAL,None
2025-01-07 20:00:00,7.223,73.73,11.87,828.54,28.77,Increasing,NORMAL,None
2025-01-07 21:00:00,7.148,90.72,16.3,829.54,27.69,Increasing,NORMAL,None
2025-01-07 22:00:00,7.2,97.19,17.32,842.96,27.63,Increasing,NORMAL,None
2025-01-07 23:00:00,7.408,129.86,15.9,843.84,27.42,Increasing,NORMAL,None
2025-01-08 00:00:00,7.345,108.03,14.31,872.15,27.14,Increasing,NORMAL,None
2025-01-08 01:00:00,7.342,85.66,13.07,852.69,27.82,Decreasing,NORMAL,None
2025-01-08 02:00:00,7.308,115.08,12.79,864.15,27.57,Increasing,NORMAL,None
2025-01-08 03:00:00,7.344,111.33,13.41,861.82,27.67,Increasing,NORMAL,None
2025-01-08 04:00:00,7.441,59.29,13.26,848.42,28.66,Decreasing,NORMAL,None
2025-01-08 05:00:00,7.279,99.95,13.67,822.98,28.73,Decreasing,NORMAL,None
2025-01-08 06:00:00,7.372,90.51,13.05,817.29,29.09,Decreasing,NORMAL,None
2025-01-08 07:00:00,7.379,45.52,12.35,826.21,29.4,Decreasing,NORMAL,None
2025-01-08 08:00:00,7.409,46.73,11.22,817.15,30.09,Decreasing,NORMAL,None
2025-01-08 09:00:00,7.223,136.61,9.96,812.95,30.16,Increasing,NORMAL,None
2025-01-08 10:00:00,7.307,79.93,8.32,814.34,30.09,Increasing,NORMAL,None
2025-01-08 11:00:00,7.331,86.11,8.38,834.09,31.04,Decreasing,NORMAL,None
2025-01-08 12:00:00,7.325,66.92,5.41,851.84,30.98,Decreasing,NORMAL,None
2025-01-08 13:00:00,7.386,70.49,4.69,816.2,30.57,Increasing,NORMAL,None
2025-01-08 14:00:00,7.575,52.6,4.92,819.54,30.27,Increasing,NORMAL,None
2025-01-08 15:00:00,7.3,70.8,5.05,809.83,30.43,Decreasing,NORMAL,None
2025-01-08 16:00:00,7.301,77.64,11.71,826.73,30.24,Stable,NORMAL,None
2025-01-08 17:00:00,7.275,81.14,11.31,817.83,29.4,Decreasing,NORMAL,None
2025-01-08 18:00:00,7.286,78.18,9.14,810.68,29.14,Increasing,NORMAL,None
2025-01-08 19:00:00,7.486,94.11,9.68,819.52,28.62,Increasing,NORMAL,None
2025-01-08 20:00:00,7.329,58.5,10.27,795.22,28.93,Increasing,NORMAL,None
2025-01-08 21:00:00,7.364,30.0,10.5,789.32,28.12,Decreasing,NORMAL,None
2025-01-08 22:00:00,7.084,86.79,10.63,806.39,28.06,Increasing,NORMAL,None
2025-01-08 23:00:00,7.195,93.73,9.21,822.95,26.74,Increasing,NORMAL,None
2025-01-09 00:00:00,7.484,62.57,9.63,808.53,27.3,Decreasing,NORMAL,None
2025-01-09 01:00:00,7.447,46.91,8.53,801.87,27.14,Decreasing,NORMAL,None
2025-01-09 02:00:00,7.423,70.54,6.79,820.86,27.62,Increasing,NORMAL,None
2025-01-09 03:00:00,7.576,30.0,4.4,836.01,27.79,Stable,NORMAL,None
2025-01-09 04:00:00,7.425,63.14,3.55,814.05,28.7,Decreasing,NORMAL,None
2025-01-09 05:00:00,7.396,98.34,4.53,838.34,28.12,Increasing,NORMAL,None
2025-01-09 06:00:00,7.359,30.0,2.99,825.97,29.24,Decreasing,NORMAL,None
2025-01-09 07:00:00,7.498,30.0,1.68,799.69,29.88,Decreasing,NORMAL,None
2025-01-09 08:00:00,7.302,42.13,1.14,790.31,30.53,Decreasing,NORMAL,None
2025-01-09 09:00:00,7.638,35.38,2.44,800.7,30.78,Increasing,NORMAL,None
2025-01-09 10:00:00,7.431,30.0,2.17,785.22,30.97,Decreasing,NORMAL,None
2025-01-09 11:00:00,7.412,30.0,2.42,751.04,30.62,Decreasing,NORMAL,None
2025-01-09 12:00:00,7.454,36.36,1.31,740.69,31.39,Increasing,NORMAL,None
2025-01-09 13:00:00,7.265,82.25,2.5,757.03,30.38,Increasing,NORMAL,None
2025-01-09 14:00:00,7.293,83.82,3.05,743.97,30.57,Increasing,NORMAL,None
2025-01-09 15:00:00,7.281,57.45,2.11,746.68,30.32,Increasing,NORMAL,None
2025-01-09 16:00:00,7.399,30.0,1.83,739.81,29.41,Stable,NORMAL,None
2025-01-09 17:00:00,7.339,30.0,1.73,730.54,29.49,Stable,NORMAL,None
2025-01-09 18:00:00,7.235,54.78,2.25,713.11,29.27,Increasing,NORMAL,None
2025-01-09 19:00:00,7.378,30.0,1.83,676.11,29.13,Decreasing,NORMAL,None
2025-01-09 20:00:00,7.153,54.64,7.12,700.93,28.59,Decreasing,NORMAL,None
2025-01-09 21:00:00,7.413,67.88,6.0,718.94,28.0,Increasing,NORMAL,None
2025-01-09 22:00:00,7.359,90.13,7.19,747.11,28.21,Increasing,NORMAL,None
2025-01-09 23:00:00,7.489,65.65,11.12,755.17,27.59,Increasing,NORMAL,None
2025-01-10 00:00:00,7.303,92.97,9.7,769.11,27.6,Increasing,NORMAL,None
2025-01-10 01:00:00,7.398,30.0,8.24,768.33,27.68,Stable,NORMAL,None
2025-01-10 02:00:00,7.286,85.12,10.83,768.43,28.17,Increasing,NORMAL,None
2025-01-10 03:00:00,7.475,83.81,9.45,766.04,28.14,Increasing,NORMAL,None
2025-01-10 04:00:00,7.405,71.09,9.24,777.16,28.32,Decreasing,NORMAL,None
2025-01-10 05:00:00,7.445,87.9,9.91,787.35,28.46,Increasing,NORMAL,None
2025-01-10 06:00:00,7.196,61.26,11.37,798.29,29.53,Decreasing,NORMAL,None
2025-01-10 07:00:00,7.332,84.6,10.29,802.87,30.31,Increasing,NORMAL,None
2025-01-10 08:00:00,7.345,63.06,11.05,761.26,29.68,Decreasing,NORMAL,None
2025-01-10 09:00:00,7.189,63.3,12.84,769.45,30.58,Decreasing,NORMAL,None
2025-01-10 10:00:00,7.318,45.93,11.53,762.25,30.76,Decreasing,NORMAL,None
2025-01-10 11:00:00,7.402,85.41,9.11,775.11,30.74,Stable,NORMAL,None
2025-01-10 12:00:00,7.276,64.97,8.3,795.32,31.03,Increasing,NORMAL,None
2025-01-10 13:00:00,7.276,74.83,10.69,785.55,30.41,Decreasing,NORMAL,None
2025-01-10 14:00:00,7.368,41.51,9.73,798.87,31.25,Decreasing,NORMAL,None
2025-01-10 15:00:00,7.265,89.39,11.29,806.41,30.88,Increasing,NORMAL,None
2025-01-10 16:00:00,7.398,92.21,9.33,813.33,30.2,Increasing,NORMAL,None
2025-01-10 17:00:00,7.31,90.73,11.26,828.35,29.81,Increasing,NORMAL,None
2025-01-10 18:00:00,7.433,100.88,9.74,822.26,29.19,Increasing,NORMAL,None
2025-01-10 19:00:00,7.267,65.79,8.01,809.18,28.93,Decreasing,NORMAL,None
2025-01-10 20:00:00,7.125,48.62,6.86,791.09,28.24,Increasing,NORMAL,None
2025-01-10 21:00:00,7.517,56.58,5.61,766.62,27.98,Decreasing,NORMAL,None
2025-01-10 22:00:00,7.477,77.14,3.76,767.34,27.58,Decreasing,NORMAL,None
2025-01-10 23:00:00,7.57,56.38,6.04,759.82,27.98,Decreasing,NORMAL,None
2025-01-11 00:00:00,7.343,30.0,3.49,787.88,27.06,Decreasing,NORMAL,None
2025-01-11 01:00:00,7.481,64.36,4.47,792.48,27.38,Stable,NORMAL,None
2025-01-11 02:00:00,7.23,54.81,5.4,781.9,27.67,Increasing,NORMAL,None
2025-01-11 03:00:00,7.238,55.92,4.44,796.61,27.78,Stable,NORMAL,None
2025-01-11 04:00:00,7.259,88.36,5.79,805.96,28.57,Increasing,NORMAL,None
2025-01-11 05:00:00,7.324,58.33,6.93,779.54,28.77,Increasing,NORMAL,None
2025-01-11 06:00:00,7.421,42.86,5.69,788.3,29.24,Increasing,NORMAL,None
2025-01-11 07:00:00,7.538,33.06,6.19,800.29,29.34,Decreasing,NORMAL,None
2025-01-11 08:00:00,7.303,85.09,7.25,806.84,29.74,Increasing,NORMAL,None
2025-01-11 09:00:00,7.377,119.21,8.81,809.69,30.46,Increasing,NORMAL,None
2025-01-11 10:00:00,7.26,73.72,8.87,805.93,30.8,Decreasing,NORMAL,None
2025-01-11 11:00:00,7.318,30.25,10.31,796.55,31.03,Decreasing,NORMAL,None
2025-01-11 12:00:00,7.338,91.6,9.33,777.52,31.25,Increasing,NORMAL,None
2025-01-11 13:00:00,7.366,61.68,10.06,806.55,30.87,Increasing,NORMAL,None
2025-01-11 14:00:00,7.379,74.76,8.71,796.73,30.55,Decreasing,NORMAL,None
2025-01-11 15:00:00,7.326,30.28,9.85,795.09,30.27,Decreasing,NORMAL,None
2025-01-11 16:00:00,7.376,78.16,10.11,793.25,30.16,Increasing,NORMAL,None
2025-01-11 17:00:00,7.21,40.74,9.39,807.84,29.58,Increasing,NORMAL,None
2025-01-11 18:00:00,7.419,126.98,10.19,803.63,29.45,Increasing,NORMAL,None
2025-01-11 19:00:00,7.444,41.35,10.32,808.57,29.0,Decreasing,NORMAL,None
2025-01-11 20:00:00,7.363,80.96,9.04,813.1,28.0,Increasing,NORMAL,None
2025-01-11 21:00:00,7.271,103.71,14.1,807.92,28.03,Increasing,NORMAL,None
2025-01-11 22:00:00,7.379,79.5,11.54,813.68,27.55,Stable,NORMAL,None
2025-01-11 23:00:00,7.361,74.02,10.09,841.37,27.59,Increasing,NORMAL,None
2025-01-12 00:00:00,7.498,81.33,9.51,828.72,27.66,Decreasing,NORMAL,None
2025-01-12 01:00:00,7.123,87.16,8.72,818.46,27.25,Increasing,NORMAL,None
2025-01-12 02:00:00,7.305,116.19,10.47,814.18,27.86,Increasing,NORMAL,None
2025-01-12 03:00:00,7.146,98.58,9.61,792.82,27.65,Decreasing,NORMAL,None
2025-01-12 04:00:00,7.335,57.22,9.32,797.86,28.52,Decreasing,NORMAL,None
2025-01-12 05:00:00,7.141,67.41,7.84,785.74,28.96,Decreasing,NORMAL,None
2025-01-12 06:00:00,7.235,92.55,8.62,788.63,29.68,Increasing,NORMAL,None
2025-01-12 07:00:00,7.633,40.13,7.2,768.7,30.22,Decreasing,NORMAL,None
2025-01-12 08:00:00,7.409,51.02,6.89,776.81,30.46,Decreasing,NORMAL,None
2025-01-12 09:00:00,7.337,72.96,6.32,775.51,30.66,Decreasing,NORMAL,None
2025-01-12 10:00:00,7.285,103.09,6.35,772.17,30.39,Increasing,NORMAL,None
2025-01-12 11:00:00,7.396,75.25,6.41,783.47,30.84,Increasing,NORMAL,None
2025-01-12 12:00:00,7.387,30.0,5.39,780.67,31.47,Decreasing,NORMAL,None
2025-01-12 13:00:00,7.368,30.0,4.05,757.85,30.52,Decreasing,NORMAL,None
2025-01-12 14:00:00,7.361,74.12,5.1,780.07,30.42,Increasing,NORMAL,None
2025-01-12 15:00:00,7.352,30.0,6.5,793.49,30.51,Decreasing,NORMAL,None
2025-01-12 16:00:00,7.525,61.4,7.08,788.82,30.53,Decreasing,NORMAL,None
2025-01-12 17:00:00,7.441,30.0,8.0,794.85,29.67,Decreasing,NORMAL,None
2025-01-12 18:00:00,7.307,64.02,7.55,801.08,28.99,Increasing,NORMAL,None
2025-01-12 19:00:00,7.415,30.0,5.18,814.07,28.25,Stable,NORMAL,None
2025-01-12 20:00:00,7.311,66.98,4.08,794.21,28.16,Decreasing,NORMAL,None
2025-01-12 21:00:00,7.274,33.56,4.34,756.46,27.72,Increasing,NORMAL,None
2025-01-12 22:00:00,7.145,45.85,2.64,751.51,27.62,Decreasing,NORMAL,None
2025-01-12 23:00:00,7.487,100.18,3.01,766.15,27.9,Increasing,NORMAL,None
2025-01-13 00:00:00,7.462,95.57,5.57,781.53,27.51,Increasing,NORMAL,None
2025-01-13 01:00:00,7.329,41.99,5.74,760.1,27.11,Increasing,NORMAL,None
2025-01-13 02:00:00,7.412,72.51,5.49,768.18,28.05,Increasing,NORMAL,None
2025-01-13 03:00:00,7.356,81.5,4.69,772.22,27.54,Increasing,NORMAL,None
2025-01-13 04:00:00,7.32,56.6,4.83,781.17,28.31,Increasing,NORMAL,None
2025-01-13 05:00:00,7.376,35.34,5.38,786.0,29.22,Decreasing,NORMAL,None
2025-01-13 06:00:00,7.402,50.06,4.84,780.93,29.39,Decreasing,NORMAL,None
2025-01-13 07:00:00,7.378,69.83,2.81,794.82,29.52,Increasing,NORMAL,None
2025-01-13 08:00:00,7.359,79.31,6.08,782.27,30.29,Increasing,NORMAL,None
2025-01-13 09:00:00,7.307,59.18,5.9,774.74,30.6,Decreasing,NORMAL,None
2025-01-13 10:00:00,7.408,70.71,5.99,773.31,30.75,Increasing,NORMAL,None
